route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
30,13401,05820134012158248,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
6,13389,05820133892165966,_,_,1,,06R31X582,,
6,13389,05820133892165949,_,_,1,,06R31X582,,
1,13389,05820133892163807,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R53X582,,
PQ,13382,05820133822159855,Matteotti (capolinea PF - PQ),Matteotti (capolinea PF - PQ),1,,60QR51X582,,
7,13399,05820133992162699,Yenne (fronte via Azuni),Yenne (fronte via Azuni),0,,07A52X582,,
UEX,13414,05820134142158085,Policlinico Universitario,Policlinico Universitario,0,,U_EA02X582,,
13,13383,05820133832161230,_,_,1,,13R21X582,,
41,13458,05820134582162351,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
10,13412,05820134122163551,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
40,13454,05820134542157591,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A03X582,,
8,13453,05820134532157822,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
8,13453,05820134532157852,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
9,13465,05820134652165007,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
1,13400,05820134002155391,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
16,13436,05820134362157164,M.C.T.C.,M.C.T.C.,1,,16R11X582,,
1,13415,05820134152162408,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
1,13389,05820133892163705,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
10,13412,05820134122163569,Is Guadazzonis (Ospedale),Is Guadazzonis (Ospedale),0,,10A91X582,,
41,13407,05820134072157630,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A02X582,,
41,13407,05820134072157651,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A02X582,,
3,13398,05820133982160226,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
M,13455,05820134552159752,Gottardo,Gottardo,0,,00MA21X582,,
M,13455,05820134552159686,Matteotti,Matteotti,1,,00MR21X582,,
8,13453,05820134532155743,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
QEX,13412,05820134122157546,Matteotti,Matteotti,1,,QEXR01X582,,
3,13389,05820133892158695,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
41,13412,05820134122163487,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
6,13398,05820133982159916,Andorra,Andorra,0,,06A11X582,,
M,13439,05820134392162857,Gottardo,Gottardo,0,,00MA21X582,,
QS,13398,05820133982160096,Deliperi,Deliperi,1,,50R31X582,,
3,13398,05820133982160123,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
QSA,13384,05820133842163358,IV Novembre,IV Novembre,0,,50AA12X582,,
8,13453,05820134532157809,Matteotti,Matteotti,1,,08R26X582,,
M,13453,05820134532156809,Gottardo,Gottardo,0,,00MA21X582,,
8A,13439,05820134392158916,Policlinico Universitario,Policlinico Universitario,0,,08AA54X582,,
1,13389,05820133892163823,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
10,13412,05820134122161772,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
QEX,13412,05820134122165842,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
3,13453,05820134532157261,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
3,13398,05820133982160231,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
QEX,13412,05820134122165879,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
6,13453,05820134532165303,_,_,1,,06R31X582,,
QEX,13412,05820134122165843,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
30,13401,05820134012165626,Brigata Sassari (Banca),Brigata Sassari (Banca),0,,30A31X582,,
30R,13429,05820134292165497,Dante,Dante,0,,30RA11X582,,
QEX,13412,05820134122165825,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
30,13401,05820134012165639,Brigata Sassari (Banca),Brigata Sassari (Banca),0,,30A31X582,,
30,13401,05820134012165661,Brigata Sassari (Banca),Brigata Sassari (Banca),0,,30A31X582,,
30,13401,05820134012165581,Brigata Sassari (Banca),Brigata Sassari (Banca),0,,30A31X582,,
QEX,13460,05820134602165753,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
6,13398,05820133982165452,_,_,1,,06R31X582,,
6,13389,05820133892161353,Andorra,Andorra,0,,06A11X582,,
6,13398,05820133982159867,Andorra,Andorra,0,,06A11X582,,
M,13439,05820134392162913,Gottardo,Gottardo,0,,00MA21X582,,
8,13453,05820134532155781,Policlinico Universitario,Policlinico Universitario,0,,08A24X582,,
6,13398,05820133982159943,Bacaredda (ang. via Benedetta),Bacaredda (ang. via Benedetta),1,,06R13X582,,
8,13453,05820134532157854,Matteotti (fronte stazione FS),Matteotti (fronte stazione FS),1,,08R03X582,,
3,13453,05820134532157791,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
QSA,13384,05820133842163375,Cittadella Universitaria,Cittadella Universitaria,1,,50AR01X582,,
8,13453,05820134532157899,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
1,13389,05820133892163744,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
18,13459,05820134592161844,Chiaramonti (capolinea 18),Chiaramonti (capolinea 18),0,,18A11X582,,
20,13433,05820134332157997,Quirra (fronte mercato),Quirra (fronte mercato),0,,20A02X582,,
1,13400,05820134002155399,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
M,13439,05820134392162920,Gottardo,Gottardo,0,,00MA21X582,,
M,13439,05820134392162922,Gottardo,Gottardo,0,,00MA21X582,,
M,13439,05820134392159330,Gottardo,Gottardo,0,,00MA21X582,,
3,13453,05820134532157264,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
10,13412,05820134122163564,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
9,13452,05820134522164851,Stazione Decimomannu,Stazione Decimomannu,1,,09R91X582,,
QEX,13460,05820134602163131,Matteotti,Matteotti,1,,QEXR01X582,,
9,13465,05820134652165023,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
PF,13396,05820133962159474,Flumini ,Flumini ,0,,60FA02X582,,
3,13389,05820133892158687,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
8,13389,05820133892156731,_,_,1,,08R27X582,,
13,13385,05820133852164393,_,_,0,,13A21X582,,
M,13453,05820134532162654,Matteotti,Matteotti,1,,00MR21X582,,
1,13400,05820134002159110,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
9A,13423,05820134232162364,Stazione (capolinea 9),Stazione (capolinea 9),1,,09AR3X582,,
6,13389,05820133892161461,Andorra,Andorra,0,,06A11X582,,
M,13453,05820134532162569,Matteotti,Matteotti,1,,00MR21X582,,
M,13439,05820134392162918,Gottardo,Gottardo,0,,00MA21X582,,
1Q,13419,05820134192163272,Ninfee (Terramala),Ninfee (Terramala),0,,01QA02X582,,
1Q,13441,05820134412162043,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),1,,01QR03X582,,
5-11,13439,05820134392164574,Calamosca,Calamosca,0,,511A61X582,,
5-11,13439,05820134392164537,Calamosca,Calamosca,0,,511A61X582,,
17,13448,05820134482161837,San Gottardo (stazione Treni),San Gottardo (stazione Treni),1,,17R21X582,,
1,13415,05820134152162431,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
9,13465,05820134652165094,Stazione Decimomannu,Stazione Decimomannu,1,,09R91X582,,
1,13398,05820133982156957,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
1,13400,05820134002159105,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
QSB,13384,05820133842163248,Deliperi,Deliperi,1,,50BR11X582,,
10,13410,05820134102160911,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
10,13410,05820134102160881,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
6,13389,05820133892165931,_,_,1,,06R31X582,,
6,13389,05820133892165974,_,_,1,,06R31X582,,
1Q,13419,05820134192163273,Ninfee (Terramala),Ninfee (Terramala),0,,01QA02X582,,
PQ,13382,05820133822159841,Matteotti (capolinea PF - PQ),Matteotti (capolinea PF - PQ),1,,60QR51X582,,
3,13389,05820133892158577,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
1,13415,05820134152162432,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
10,13412,05820134122163546,Is Guadazzonis (Ospedale),Is Guadazzonis (Ospedale),0,,10A91X582,,
1,13398,05820133982156883,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
1,13400,05820134002159148,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
M,13439,05820134392159334,Gottardo,Gottardo,0,,00MA21X582,,
1,13389,05820133892163721,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
40,13454,05820134542157616,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A02X582,,
41,13450,05820134502161201,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
1,13400,05820134002159160,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
M,13455,05820134552159640,Gottardo,Gottardo,0,,00MA21X582,,
30,13401,05820134012158336,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
M,13455,05820134552159764,Matteotti,Matteotti,1,,00MR21X582,,
15,13384,05820133842158511,Fosse Ardeatine (fronte giardini ex Vetreria),Fosse Ardeatine (fronte giardini ex Vetreria),0,,15A12X582,,
10,13412,05820134122163578,Carbonia civico 1,Carbonia civico 1,0,,10A94X582,,
1Q,13441,05820134412162078,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),1,,01QR03X582,,
1,13398,05820133982156945,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
1Q,13419,05820134192163301,Ninfee (Terramala),Ninfee (Terramala),0,,01QA02X582,,
16,13436,05820134362157158,Giovanni XXIII (fronte via Alberti),Giovanni XXIII (fronte via Alberti),0,,16A11X582,,
16,13436,05820134362157161,Giovanni XXIII (fronte via Alberti),Giovanni XXIII (fronte via Alberti),0,,16A12X582,,
20,13433,05820134332158044,Piero della Francesca (fronte Centro Commerciale),Piero della Francesca (fronte Centro Commerciale),1,,20R31X582,,
QEX,13412,05820134122161043,Matteotti,Matteotti,1,,QEXR01X582,,
6,13389,05820133892161412,Andorra,Andorra,0,,06A11X582,,
6,13453,05820134532155913,Andorra,Andorra,0,,06A11X582,,
10,13439,05820134392158807,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
1,13389,05820133892163880,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
40,13454,05820134542157605,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A03X582,,
M,13439,05820134392159345,Matteotti,Matteotti,1,,00MR21X582,,
10,13410,05820134102160803,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
31R,13397,05820133972159463,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,31RR01X582,,
41,13412,05820134122163508,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
8,13453,05820134532157895,Matteotti,Matteotti,1,,08R26X582,,
1,13415,05820134152162373,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
20,13446,05820134462159392,Buoncammino (ang.  via Belvedere),Buoncammino (ang.  via Belvedere),0,,20A31X582,,
10,13410,05820134102160824,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
QSA,13384,05820133842163365,4 Novembre (fronte via Fiume),4 Novembre (fronte via Fiume),0,,50AA05X582,,
UEX,13414,05820134142158088,Policlinico Universitario,Policlinico Universitario,0,,U_EA02X582,,
UEX,13414,05820134142158090,Policlinico Universitario,Policlinico Universitario,0,,U_EA02X582,,
30,13401,05820134012158201,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
9,13465,05820134652164936,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
8,13389,05820133892156572,Cadello (uffici Città Metropolitana),Cadello (uffici Città Metropolitana),0,,08A05X582,,
5,13384,05820133842156019,Bonaria (fronte Banco di Sardegna),Bonaria (fronte Banco di Sardegna),1,,05R03X582,,
PQ,13402,05820134022158431,Matteotti (capolinea PF - PQ),Matteotti (capolinea PF - PQ),1,,60QR51X582,,
3,13389,05820133892158540,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
10,13439,05820134392158850,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
8A,13439,05820134392158882,Policlinico Universitario,Policlinico Universitario,0,,08AA54X582,,
3,13389,05820133892158704,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
40,13403,05820134032162788,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A02X582,,
PF,13396,05820133962159499,Flumini ,Flumini ,0,,60FA02X582,,
UEX,13435,05820134352156532,Abruzzi (ang. via Campeda),Abruzzi (ang. via Campeda),1,,U_ER02X582,,
5,13384,05820133842163201,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R51X582,,
9,13465,05820134652165107,Assemini (S. Lucia),Assemini (S. Lucia),1,,09R92X582,,
M,13455,05820134552160980,Gottardo,Gottardo,0,,00MA21X582,,
M,13455,05820134552161001,Gottardo,Gottardo,0,,00MA21X582,,
M,13439,05820134392162896,Matteotti,Matteotti,1,,00MR21X582,,
M,13439,05820134392162900,Gottardo,Gottardo,0,,00MA21X582,,
M,13439,05820134392162906,Matteotti,Matteotti,1,,00MR21X582,,
1,13389,05820133892163809,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
8,13453,05820134532157883,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
29,13465,05820134652161815,San Benedetto (fronte Buon Pastore),San Benedetto (fronte Buon Pastore),1,,29R01X582,,
10,13439,05820134392158818,Alghero (ang. via Sonnino),Alghero (ang. via Sonnino),1,,10R93X582,,
15,13384,05820133842158501,Fosse Ardeatine (fronte giardini ex Vetreria),Fosse Ardeatine (fronte giardini ex Vetreria),0,,15A12X582,,
M,13455,05820134552159664,Matteotti,Matteotti,1,,00MR21X582,,
41,13450,05820134502161152,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
9,13447,05820134472164650,Decimomannu,Decimomannu,1,,09R93X582,,
41,13407,05820134072157663,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A02X582,,
9,13465,05820134652165016,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
1,13400,05820134002155506,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
1,13389,05820133892163876,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R53X582,,
M,13453,05820134532156822,Matteotti,Matteotti,1,,00MR21X582,,
3,13453,05820134532157309,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
3,13398,05820133982160174,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
3,13389,05820133892158562,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
M,13453,05820134532156782,Matteotti,Matteotti,1,,00MR21X582,,
20,13446,05820134462159407,Piero della Francesca (fronte Centro Commerciale),Piero della Francesca (fronte Centro Commerciale),1,,20R31X582,,
M,13455,05820134552159631,Matteotti,Matteotti,1,,00MR21X582,,
30R,13429,05820134292159991,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30RR1X582,,
M,13455,05820134552160990,Ciusa (Provincia),Ciusa (Provincia),0,,00MA13X582,,
M,13455,05820134552160993,Gottardo,Gottardo,0,,00MA21X582,,
M,13453,05820134532156787,Matteotti,Matteotti,1,,00MR21X582,,
3,13389,05820133892158766,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
30,13401,05820134012165670,Dante,Dante,0,,30A32X582,,
30R,13429,05820134292165500,Dante,Dante,0,,30RA11X582,,
1,13398,05820133982157025,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
QS,13398,05820133982160068,Lungosaline,Lungosaline,0,,50A31X582,,
9,13452,05820134522164930,Assemini (S. Lucia),Assemini (S. Lucia),1,,09R92X582,,
1Q,13441,05820134412162079,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),1,,01QR03X582,,
40,13454,05820134542157584,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A03X582,,
QEX,13412,05820134122165916,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
9,13452,05820134522164794,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
9,13452,05820134522164819,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
5-11,13439,05820134392164577,Calamosca,Calamosca,0,,511A61X582,,
5,13384,05820133842164472,Vergine di Lluc (capolinea 5),Vergine di Lluc (capolinea 5),0,,05A61X582,,
8,13389,05820133892161528,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
1,13398,05820133982156987,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
QEX,13460,05820134602156856,Matteotti,Matteotti,1,,QEXR01X582,,
8A,13439,05820134392158892,Giorgino (GdF),Giorgino (GdF),1,,08AR58X582,,
1Q,13441,05820134412162055,Ninfee (Terramala),Ninfee (Terramala),0,,01QA03X582,,
QSA,13384,05820133842163355,4 Novembre (fronte via Fiume),4 Novembre (fronte via Fiume),0,,50AA05X582,,
6,13398,05820133982159937,Andorra,Andorra,0,,06A11X582,,
1,13415,05820134152162391,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
UEX,13414,05820134142158067,Policlinico Universitario,Policlinico Universitario,0,,U_EA02X582,,
9,13447,05820134472164654,Decimomannu,Decimomannu,1,,09R93X582,,
M,13455,05820134552159735,Matteotti,Matteotti,1,,00MR21X582,,
9,13447,05820134472164602,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
1,13400,05820134002155510,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
1,13400,05820134002155489,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
10,13412,05820134122163549,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
10,13412,05820134122163584,Sant'Ignazio da Laconi (lato civico n.74),Sant'Ignazio da Laconi (lato civico n.74),1,,10R91X582,,
3,13453,05820134532157742,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
8,13389,05820133892162113,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
30R,13429,05820134292165534,Dante,Dante,0,,30RA11X582,,
13,13383,05820133832161267,_,_,1,,13R21X582,,
QS,13398,05820133982160078,Deliperi,Deliperi,1,,50R31X582,,
19,13451,05820134512156298,Gobetti (Santa Lucia),Gobetti (Santa Lucia),1,,19R31X582,,
8,13453,05820134532155739,Policlinico Universitario,Policlinico Universitario,0,,08A21X582,,
8,13453,05820134532155748,Matteotti,Matteotti,1,,08R26X582,,
3,13398,05820133982160137,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
PF,13396,05820133962159508,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
PF,13396,05820133962159492,Flumini ,Flumini ,0,,60FA02X582,,
29,13449,05820134492156411,Policlinico Universitario,Policlinico Universitario,0,,29A01X582,,
1Q,13441,05820134412162048,Ninfee (Terramala),Ninfee (Terramala),0,,01QA02X582,,
QS,13398,05820133982160117,Deliperi,Deliperi,1,,50R31X582,,
M,13439,05820134392162887,Matteotti,Matteotti,1,,00MR21X582,,
M,13439,05820134392159352,Matteotti,Matteotti,1,,00MR21X582,,
GSS,13440,05820134402157112,Sassari,Sassari,0,,GSSA61X582,,
1,13398,05820133982156976,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R53X582,,
3,13453,05820134532157198,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
13,13383,05820133832161271,_,_,1,,13R21X582,,
1,13389,05820133892163872,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
8,13453,05820134532155747,Matteotti,Matteotti,1,,08R26X582,,
PQ,13402,05820134022158402,Matteotti (capolinea PF - PQ),Matteotti (capolinea PF - PQ),1,,60QR51X582,,
PQ,13382,05820133822159829,4 Novembre (ang. via Amsicora) ,4 Novembre (ang. via Amsicora) ,0,,60QA21X582,,
20,13433,05820134332158023,Piero della Francesca (fronte Centro Commerciale),Piero della Francesca (fronte Centro Commerciale),1,,20R31X582,,
1,13400,05820134002159095,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
PQ,13402,05820134022158427,Matteotti (capolinea PF - PQ),Matteotti (capolinea PF - PQ),1,,60QR51X582,,
31R,13397,05820133972159447,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,31RR01X582,,
6,13389,05820133892158773,Andorra,Andorra,0,,06A11X582,,
20,13446,05820134462158942,Piero della Francesca (fronte Centro Commerciale),Piero della Francesca (fronte Centro Commerciale),1,,20R31X582,,
9,13465,05820134652165005,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A82X582,,
M,13455,05820134552160962,Ciusa (Provincia),Ciusa (Provincia),0,,00MA13X582,,
3,13389,05820133892158707,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
QEX,13460,05820134602163164,Matteotti,Matteotti,1,,QEXR01X582,,
QS,13384,05820133842158183,Lungosaline,Lungosaline,0,,50A31X582,,
1,13398,05820133982156962,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
1,13400,05820134002155480,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
1,13400,05820134002155495,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
1,13400,05820134002155502,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
M,13455,05820134552159768,Matteotti,Matteotti,1,,00MR21X582,,
41,13407,05820134072157636,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A02X582,,
PQ,13402,05820134022158441,4 Novembre (ang. via Amsicora) ,4 Novembre (ang. via Amsicora) ,0,,60QA21X582,,
3,13453,05820134532157311,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
41,13450,05820134502161156,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
41,13450,05820134502161170,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,41A01X582,,
29,13449,05820134492156434,Sassari (fronte parcheggio FS),Sassari (fronte parcheggio FS),1,,29R35X582,,
1,13398,05820133982156994,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R53X582,,
31R,13397,05820133972159446,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,31RR01X582,,
9,13452,05820134522164902,Assemini (S. Lucia),Assemini (S. Lucia),1,,09R92X582,,
3,13453,05820134532157252,Del Sole (Capolinea 3),Del Sole (Capolinea 3),1,,03R31X582,,
8,13453,05820134532161643,Matteotti,Matteotti,1,,08R26X582,,
1,13400,05820134002159152,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
9,13452,05820134522164840,Stazione Decimomannu,Stazione Decimomannu,1,,09R91X582,,
9,13447,05820134472164606,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
1,13415,05820134152159016,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
8,13389,05820133892156613,Matteotti,Matteotti,1,,08R26X582,,
30,13401,05820134012157931,Matteotti (capolinea 30 - 31),Matteotti (capolinea 30 - 31),1,,30R21X582,,
M,13453,05820134532162652,Matteotti,Matteotti,1,,00MR21X582,,
M,13453,05820134532160236,Matteotti (capolinea M),Matteotti (capolinea M),1,,00MR12X582,,
8A,13439,05820134392158877,Policlinico Universitario,Policlinico Universitario,0,,08AA54X582,,
M,13455,05820134552160982,Gottardo,Gottardo,0,,00MA22X582,,
3,13389,05820133892158713,Abruzzi (cimitero S. Michele),Abruzzi (cimitero S. Michele),0,,03A11X582,,
PF,13396,05820133962159526,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
PF,13396,05820133962159530,Matteotti (Fronte Stazione ARST),Matteotti (Fronte Stazione ARST),1,,60FR51X582,,
QEX,13460,05820134602165730,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
QEX,13460,05820134602165723,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
1,13400,05820134002155534,Flavio Gioia (fronte scuola),Flavio Gioia (fronte scuola),0,,01A11X582,,
5,13384,05820133842156120,Cinquini (parco San Michele),Cinquini (parco San Michele),1,,05R51X582,,
QSB,13384,05820133842163323,Deliperi (fronte via Beato Angelico),Deliperi (fronte via Beato Angelico),1,,50BR03X582,,
M,13439,05820134392159367,Gottardo,Gottardo,0,,00MA21X582,,
1,13389,05820133892163742,Ospedale Brotzu (capolinea 1) ,Ospedale Brotzu (capolinea 1) ,1,,01R52X582,,
QEX,13460,05820134602165686,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
30,13401,05820134012165608,Brigata Sassari (Banca),Brigata Sassari (Banca),0,,30A31X582,,
QEX,13460,05820134602165722,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
QEX,13412,05820134122165816,Brigata Sassari,Brigata Sassari,0,,QEXA11X582,,
40,13403,05820134032162807,Brigata Sassari (CTM Point),Brigata Sassari (CTM Point),0,,40A02X582,,
9,13452,05820134522164751,Roma (ang. via Sassari),Roma (ang. via Sassari),0,,09A81X582,,
